Question	Answer	Source
Просмотр ответа на запрос на разъяснение	"Ответ по запросу на разъяснение доступен для просмотра:1.  Ответ отобразится в открытой части электронной площадки после размещения его Заказчиком в ЕИС;\n2.  С главной страницы РТС-тендер (http://www.rts-tender.ru/) перейдите в раздел "Расширенный поиск";\n3.  С помощью фильтра найдите необходимый аукцион и перейдите в раздел "Запросы на разъяснения";\n4.  В разделе "Запросы на разъяснение" отобразится Ваш запрос и ответ Заказчика.	Editorial
Запрос на разъяснение результатов аукциона	Любой Участник электронного аукциона после размещения на электронной площадке и в единой информационной системе протокола проведения аукциона вправе направить Оператору электронной площадки запрос о даче разъяснений результатов такого аукциона. Ответ на запрос на разъяснение результатов аукциона предоставляется в течение 2-х рабочих дней с даты поступления данного запроса. Для того, чтобы подать запрос на разъяснение результатов аукциона:1.  Войдите в Личный кабинет удобным способом (см. статью "**[Вход в Личный кабинет ](http://vtiger.sibir.rts-tender/index.php?module=Faq&parenttab=Support&action=DetailView&record=2666275)**";\n2.  Откройте раздел "Поиск аукционов" и кликните на номер интересующего извещения, чтобы открылась карточка аукциона;\n3.  В верней части формы извещения слева, нажмите кнопку "Запрос на разъяснение", после чего появится диалоговое окно, в котором подтвердите подачу запроса на разъяснение результатов аукциона;\n4.  В разделе "Сведения о предмете запроса" введите текст запроса. Ограничение по количеству символов для данного раздела составляет 2000 символов. При необходимости прикрепите документ;\n5.  После заполнения текста запроса и прикрепления файла нажмите кнопку "Отправить".	Editorial
Отзыв и редактирование заявки на участие в аукционе	Отзыв и редактирование заявки доступны Вам до истечения срока подачи заявок. Количество отзывов и редактирований заявки не ограничено. **Для редактирования заявки, находящейся в статусе " Формирование":**(для выполнения юридически значимых действий необходимо осуществлять вход под ЭП)1.  Осуществите вход в Личный кабинет под ЭП;\n2.  Перейдите в раздел " Мои заявки";\n3.  Откройте форму заявки, дважды кликнув по ней в списке заявок;\n4.  Внесите изменения и нажмите кнопку "Сохранить".  Для удаления документов нажмите кнопку "Удалить"в строке необходимого документа;\n5.  Нажмите кнопку "Подписать отправить".**Для отзыва заявки, уже поданной на электронный аукцион:**1.  Осуществите вход в Личный кабинет под ЭП;\n2.  Перейдите в раздел " Мои заявки";\n3.  Откройте форму заявки, дважды кликнув по ней в списке заявок;\n4.  Нажмите кнопку "Отозвать заявку".**Для внесения изменений в отозванную заявку:**1.  Нажмите кнопку "Внести изменения";\n2.  Внесите изменения и нажмите кнопку "Сохранить". Для удаления документов нажмите кнопку "Удалить"в строке необходимого документа;\n3.  Нажмите кнопку "Подписать отправить".При подаче заявки после отзыва и редактирования может появиться сообщение о недостаточности денежных средств на виртуальном счете Участника. Данное сообщение связано с тем, что разблокировка денежных средств после отзыва заявки происходит в течение 1 рабочего дня с даты поступления соответствующего уведомления. В этом случае подтвердите действие нажатием кнопки "Ок". При этом произойдет переблокировка денежных средств и заявка будет успешно подана (независимо от наличия свободных средств на счете).	Editorial
Фильтрация заявок	 Для облегчения поиска заявок в Личном кабинете Участника предусмотрена возможность фильтрации заявок согласно их статусу.В Web-интерфейсе можно отфильтровать по статусу с помощью соответствующего фильтра "Статус" в разделе "Мои заявки". Выберите статус и нажмите кнопку "Искать".**Фильтры для поиска заявок:***   Формирование;\n*   Отправлена оператору;\n*   Возвращена;\n*   Утверждена оператором;\n*   Ожидает рассмотрения;\n*   Отказ в допуске к участию;\n*   Допущена к участию;\n*   Право на участие в торгах не реализовано;\n*   Вторая часть не рассмотрена;\n*   Не соответствует требованиям;\n*   Соответствует требованиям;\n*   Контракт не заключен;\n*   Контракт заключен;\n*   Контракт расторгнут;\n*   Отозвана участником;\n*   Не актуальна.	Editorial
Подача заявки на участие	"Для подачи заявки на участие в аукционе:	Editorial
Удаление заявки на  участие 	 "На основании Регламента электронной площадки РТС-тендер п.10.9,  удаление сформированной заявки не предусмотрено".	Editorial
Печать заявки на участие 	**Ответ Оператора**: "Заявку на участие можно распечатать в любом статусе. Для того, чтобы распечатать заявку на участие:1.  Войдите в Личный кабинет под электронной подписью или логином и паролем;\n2.  Перейдите в раздел "Мои заявки" / "Заявки на участие"\n3.  Откройте необходимую заявку;\n4.  В верхней части заявки нажмите кнопку "Печать";\n5.  Стандартным способом выведите на печать."	Editorial
Заполнение сведений о преференциях 	"При подаче заявки на участие сведения по преференциям заполняются в разделе "Вторая часть заявки":1.  В поле "Укажите происхождение товара" нажмите на выпадающий список;\n2.  Выберите один из трех предложенных формой вариантов происхождения предлагаемого к поставке товара:*   \n\nПредлагаемый к поставке товар **произведен на территории государств - членов Евразийского экономического союза**;\n\n*   \n\nПредлагаемый к поставке товар **произведен на территории государств - членов Евразийского экономического союза и иностранного государства**;\n\n*   \n\nПредлагаемый к поставке товар произведен на территории иностранного государства.1.  Вариант "Претендую", либо "Не претендую" проставится автоматически в зависимости от выбранного варианта:*   Если Вы указали, что предлагаете к поставке товар произведен на территории государств - членов Евразийского экономического союза - автоматически выставляется вариант "Претендую";\n*   Если Вы указали, что предлагаете к поставке товар иностранного государства - автоматически выставляется вариант "Не претендую";\n*   Если Вы указали, что предлагаете к поставке товар произведен на территории государств - членов Евразийского экономического союза и иностранного государства (т.е. смешанную группу товаров) - появится дополнительное поле "Укажите стоимость товаров произведенных на территории государств - членов Евразийского экономического союза" с возможностью выбора только одного варианта: "Более 50% стоимости всех предложенных товаров" и "Менее 50% стоимости всех предложенных товаров". Если выбран вариант "Более 50% стоимости всех предложенных товаров", автоматически выставляется "Претендую"; "Менее 50% стоимости всех предложенных товаров" - "Не претендую";1.  У Вас сохраняется возможность самостоятельно в поле "Преференции, на получение которых Вы претендуете" с помощью выпадающего списка выбрать вариант "Претендую" или "Не претендую";\n2.  Если Заказчик выставил обязательное требование - указание страны происхождения поставляемого товара, в форме заявки на участие (в первой части заявки) отобразится соответствующее поле "Страна (страны) происхождения поставляемого товара". Вам необходимо:*   Из выпадающего списка выбрать страну (несколько стран);\n*   Нажать кнопку "Добавить";\n*   Выбранная страна отобразится в поле "Страна (страны) происхождения поставляемого товара";\n*   Для удаления выбранной страны нажать кнопку "Очистить". В зависимости от выбора страны автоматически выставляются варианты "Претендую" или "Не претендую".После публикации протокола подведения итогов, аукцион переходит на этап заключения контракта. В карточке контракта отобразится цена контракта с учетом преференций. В случае, если при оформлении заявки на участие в аукционе Вы не указали информацию о том, что претендуете на преференции, по вопросу измененения статуса применения преференций на этапе заключения контракта обратитесь напрямую к Заказчику."	Editorial
Раздел "Максимальная сумма сделки" 	"Во второй части заявки поле, в котором Вы можете указать максимальную сумму сделки, всегда активно.Если начальная максимальная цена аукциона превышает сумму сделки, которую Вы указали при прохождении аккредитации на площадке, поле «Максимально разрешенная сумма сделки» является обязательным для заполнения. Укажите сумму сделки и прикрепите соответствующий документ. Количество символов, которые можно указать в поле «Максимально разрешенная сумма сделки», не должно превышать 15.Если начальная максимальная цена аукциона меньше суммы сделки, которую Вы указали при прохождении аккредитации на площадке, поле «Максимально разрешенная сумма сделки» является активным, но необязательным для заполнения. Вам не обязательно заполнять это поле и прикреплять документ.Из раздела «Максимально разрешенная сумма сделки» возможно удалить документ."	Editorial
Заполнение сведений о принадлежности к СМП 	"Если аукцион проводится для субъектов малого предпринимательства (СМП), и Ваша организация относится к ним, во второй части заявки прикрепите соответствующие документы.Если в Личном кабинете при редактировании сведений об организации Вы установили данный параметр, информация об установленном параметре не будет отображаться в Вашем Личном кабинете. При подаче заявки на участие в закупке информация об установленном параметре не передается Заказчику.Технически подать заявку на аукцион с установленными преимуществами для СМП может любой Участник, но решение о допуске к участию в аукционе принимает Заказчик после рассмотрения приложенных документов."	Editorial
Согласие на поставку товаров, выполнение работ, оказание услуг 	 "В первой части заявки на участие в аукционе Согласие Участника на поставку товаров, выполнение работ, оказание услуг формируется автоматически и подписывается при подаче заявки на участие. В случае, если требование о прикреплении Согласия отдельным документом установлено Заказчиком, либо при желании Участника, есть возможность прикрепить файл. Данный файл необходимо прикреплять в разделе "Торговый знак, качественные и технические характеристики товара, соответствующие значениям, установленным документацией об электронном аукционе, и иные документы" первой части заявки."	Editorial
Заполнение поля "Единые требования к участникам"	"Раздел "Единые требования к Участникам (в соответствии с ч. 1 ст. 31 Федерального закона № 44-ФЗ) отображается при формировании заявки на участие во второй части. В этом разделе поле для прикрепления документов является обязательным для заполнения. Прикрепите документ о соответствии требованиям, установленным п. 3-5, 7-9 ч. 1 ст. 31 №44-ФЗ.Обязательное поле для прикрепления документа может отсутствовать в случае, если Заказчик в Личном кабинете на электронной площадке установил опцию "Отображать во второй части заявки на участие полный перечень требований п. 3-5, 7-9, ч. 1 ст. 31 №44-ФЗ". При включении этой опции во второй части заявки вместо поля, обязательного для прикрепления файла, появится текст "(п. 3-5, 7-9 ч. 1 ст. 31 №44-ФЗ)". Указанный текст отображается в форме заявки на участие на стороне Участника и Заказчика. При этом никаких полей для прикрепления файла не будет."	Editorial
Причина отклонения заявки	"В соответствии со ст. 67 44-ФЗ решение о допуске или не допуске к участию в электронном аукционе принимается Заказчиком. Причину отклонения заявки также указывает Заказчик. Все уведомления Участникам приходят на адрес электронной почты и в раздел "Обратная связь" в Личном кабинете. Вы можете посмотреть протокол рассмотрения заявок в ЕИС."В случае если протокол в ЕИС отсутствует (не интегрировался), ЕИС не доступен, Вы можете отправить официальный запрос электронную почту info@rts-tender.ru. на предоставление выписки из протокола. Запрос должен быть оформлен на имя Генерального директора ООО "РТС –тендер" Лишенкова Владимира Николаевича на фирменном бланке организации, заверен подписью и печатью ответственного лица и отсканирован.В запросе укажите: *   Просьбу предоставить сведения о составе комиссии и причине отклонения заявки на участие;\n*   Номер аукциона;\n*   Порядковый номер заявки (данный номер присваивается заявке при публикации протокола рассмотрения первых частей. Порядковый номер состоит из одной цифры: "1", "2" и т.д.По результату рассмотрения Вашего обращения Ответственным специалистом Вам будет предоставлен ответ."	Editorial
Статус заявки на электронный аукцион 		Editorial
Количество поданных заявок по аукциону / Порядковый номер заявки на участие 	"До проведения аукциона количество поданных заявок неизвестно, данная информация конфидециальна по рекомендации ФАС. Порядковый номер Вашей заявке будет присвоен при формировании протокола рассмотрения первых частей заявок. Узнать данный номер Вы сможете из уведомления о допуске Вашей заявки к участию в аукционе. Уведомление направляется по системе Обратной связи (в Личном кабинете Участника) и на адрес электронной почты, указанный в анкете организации."	Editorial
Предоставление документов из личного кабинета при подаче заявки на участие 	 "При рассмотрении вторых частей заявок заказчик увидит те аккредитационные документы и сведения об организации участника, которые были актуальными в личном кабинете до окончания срока подачи заявки на участие. Если участник внес изменения в личном кабинете после окончания срока подачи заявок, то новые данные у заказчика не отразятся".	Editorial
Крипто-про CADESCOM  	**Причина:** Некорректная работа плагина КриптоПро CADESCOM.**Решение: **Переустановите плагин КриптоПро CADESCOM.1.  Удалите утилиту КриптоПро CADESCOM с компьютера ("Пуск" - "Панель управления" - "Программы и компоненты" / "Установка удаление программ" - найдите и выделите в списке КриптоПро CADESCOM - нажмите "Удалить");\n2.  Скачайте и установите с сайта Крипто Про актуальную версию утилиты, в зависимости от разрядности оперционной системы (главная страница сайта - меню "Загрузка" - КриптоПро CADESCOM);\n3.  Запустите программу настройки РТС-тендер (Центр поддержки пользователей / База знаний Участникам / Что необходимо новому Участнику / п. 3 статьи "Настройка компьютера для работы на площадке");\n4.  Перезагрузите компьютер.	Editorial
Пропадают кнопки при работе	**Для оператора: **Проблема может возникать в случае, если пользователь работает через браузер Internet Explorer 8.**Решение:**1.  Обновите версию браузера до 11 версии;	Editorial
Необходимо отключить режим совместимости 	**Для** **Оператора: **Если у участника IE 7 версии, ему порекомендуйте повысить версию браузера до 11.**Решение:** Отключите режим совместимости. Для этого:1.  На верхней панели браузера Internet Explorer нажмите на "Сервис", далее "Параметры режима предоставления совместимости";\n2.  Убедитесь, что в поле "Веб-узлы, добавленные к просмотру в режиме совместимости" не прописаны узлы [http://.rts-tender.ru](http://**.rts-tender.ru) и [https://.rts-tender.ru](https://**.rts-tender.ru) (если прописаны, удалите);\n3.  Установите галочку в чек-бокс поля "Отображать узлы интрасети в режиме предоставления совместимости";\n4.  Убрерите галочки в чек-боксах полей "Добавить обновленные списки веб-узлов с веб-узла Майкрософт" и "Отображать все веб-узлы в режиме предоставления совместимости" или убрерите все галочки;\n5.  Нажмите кнопку "Закрыть";\n6.  Перезагрузите страницу.	Editorial
Не удалось задать свойство "Certificate" ссылки, значение которой не определено или является NULL 	**Решение: **1.  Проверьте установлен ли корневой сертификат УЦ, выдавшего электронную подпись. Если не установлены - установите ("[Просмотр и установка корневых сертификатов](http://vtiger.sibir.rts-tender/index.php?module=Faq&parenttab=Support&action=DetailView&record=2663272)");\n2.  Переустановите утилиту КриптоПро CADESCOM, удалив прежнюю версию с компьютера ("Пуск" - "Панель управления" - "Программы и компоненты"/ "Установка удаление программ" - найдите и выделите в списке КриптоПро CADESCOM и нажмите "Удалить"). Скачайте и установите с сайта КриптоПро актуальную версию CADESCOM, в зависимости от разрядности оперционной системы. (Главная страница сайта - меню "Загрузка" - КриптоПро CADESCOM актуальная версия);\n3.  Запустите программу настройки для корректной работы площадки ( Раздел Центр поддержки пользователей / База знаний Участникам / Что необходимо новому Участнику / п. 3 статьи "Настройка компьютера для работы на площадке");\n4.  Проверьте срок действия лицензии КриптоПро.	Editorial
Долго грузится страница 	**Причина:** Низкая скорость интернет-соединения.**Решение:**1.  Уменьшите объем документов;\n2.  Очистите куки, кэш-файлы (см. статью "[Очистка куки-файлов и SSL-кэш на компьютере пользователя](http://vtiger.sibir.rts-tender/index.php?module=Faq&parenttab=Support&action=DetailView&record=3451154)");\n3.  Попробуйте через  другой браузер.	Editorial
Для корректной работы на сайте необходимо добавить плагин в надежные узлы 	**Решение:**1.  Переустановите КриптоПро Browser plugin (CADESCOM) c сайта КриптоПро (см. статью "[Крипто-про CADESCOM](http://vtiger.sf.rts-tender.ru/index.php?module=Faq&parenttab=Support&action=DetailView&record=2659821)");\n2.  После установки запустите программу настройки для корректной работы на площадке  (скачать: Центр поддержки пользователей / База знаний Участникам / Что необходимо новому Участнику / п. 3 статьи "Настройка компьютера для работы на площадке");\n3.  Проверьте присутствие сайтов в надежных узлах (см. статью "[Просмотр и добавление сайта в надежные узлы](http://vtiger.sibir.rts-tender/index.php?action=DetailView&module=Faq&record=3683928&start=)");\n4.  Перезапустите браузер.	Editorial
Прекращена работа Internet Explorer 	**Решение: **1.  Рекомендуйте версию браузера Internet Explorer версии 11;\n2.  Рекомендуйте выполнить действия через другой браузер.\n3.  Проверьте срок действия лицензии КриптоПро. Если срок действия истек, необходимо обратиться в УЦ, либо в КриптоПро.\n4.  Скачайте и установите Программу настройки корректной работы на площадке (скачать: Центр поддержки пользователей / База знаний Участникам / Что необходимо новому Участнику / п. 3 статьи "Настройка компьютера для работы на площадке");\n5.  Отключите блокирующее ПО;\n6.  Проверьте порт 443 в фаерволе или прокси-сервере (см. статью "[Проверка порта 443 в фаерволе или прокси-сервере](http://vtiger.sf.rts-tender.ru/index.php?module=Faq&parenttab=Support&action=DetailView&record=3684826)")	Editorial
К сожалению, Ваш браузер не поддерживается 	**Причина: **Для просмотра web-страниц установлен режим предоставления совместимости.**Решение: **Отключите режим совместимости. Для этого:1.  На верхней панели браузера Internet Explorer нажмите на "Сервис";\n2.  Выберите пункт "Параметры просмотра в режиме совместимости";\n3.  Убедитесь, что в поле "Веб-узлы, добавленные к просмотру в режиме совместимости" не прописаны узлы http://.rts-tender.ru и https://.rts-tender.ru (если прописаны, удалите);\n4.  Установите галочку в чек-бокс поля "Отображать узлы интрасети в режиме предоставления совместимости", остальные снимите;\n5.  Нажмите кнопку "Закрыть" и перезагрузите браузер;\n6.  Если выполнение вышеперечисленных действий не помогло, уберите все галочки в чек-боксах и перезагрузите браузер.	Editorial
Попробуйте выполнить действие ещё раз.../ Попробуйте выполнить повторную попытку		Editorial
На площадке некорректно отображается московское время 	**Причина:** На компьютере пользователя не верно указан часовой пояс.                                                            	Editorial
Для корректной работы с сайтом рекомендуется скачать и установить последнюю версию плагина 	**Решение: **Решением может быть любой из предложенных вариантов:	Editorial
Запрос пин-кода контейнера несколько раз 	**Причина: **Система запрашивает пин-код контейнера при подписании документов (например при отправке заявки на ЭА, при подписании договора и т.п.).  Количество запросов пин-кода равно количеству подписываемых документов.**Решение: **Чтобы данное сообщение исчезло. поставьте галочку в чек-боксе "Запомнить пин-код".	Editorial
Не приходят / перестали приходить уведомления от площадки на электронную почту / Адрес не подтвержден		Editorial
Форма содержит ошибки/ Восклицательный знак в незаполненном разделе	 "Данное уведомление носит информативный характер. Оно исчезнет после того как будут заполнены все обязательные поля и разделы, прикреплены все документы. После заполнения полей нажмите кнопку "Сохранить" и "Принять и подписать".	Editorial
При подаче заявки документы находятся в статусе "Не подписан" 	"Документы отдельно подписывать не нужно. В процессе отправки заявки Вы подписываете всю заявку в целом. Документы будут подписаны и актуальны после утверждения заявки".	Editorial
Не выбран сертификат 	**Решение:** В открывшемся списке сертификатов нажмите на ФИО пользователя, после этого нажмите кнопку "Вход" в нижней части страницы.	Editorial
Недостаточно денежных средств на виртуальном счете участника 	При отправке заявки на участие выходит сообщение, что недостаточно денежных средств на виртуальном счете участника.1.  Проверьте наличие денежных средств на виртуальном счете Участника в размере обеспечения заявки (ЛК Оператора / Реестр Участников / Карточка организации / Счета компании - свободная сумма):*   Если денежных средств недостаточно - сообщите пользователю, что необходимо перевести на виртуальный счет недостающую сумму;\n*   Если денежных средств достаточно - очистите куки и кэш (см. статью "[Очистка куки-файлов и SSL-кеш на компьютере пользователя](http://vtiger.sibir.rts-tender/index.php?module=Faq&parenttab=Support&action=DetailView&record=3451154)").	Editorial
Невозможно подать новую заявку, так как существует не отозванная 	При подаче заявки на участие выходит сообщение: "Невозможно подать новую заявку, так как существует не отозванная".**Причина: **Такое сообщение выходит в том случае, если в Личном кабинете Участника уже есть сформированная ранее заявка.**Решение: **"<span style="line-height:1.6">Так как на один аукцион может быть подана только одна заявка, войдите в раздел "Мои заявки", откройте уже созданную ранее заявку, внесите изменения и подайте заявку на участие."</span>	Editorial
Ошибочное уведомление об окончании срока действия аккредитации 	1.  Уточните ИНН, КПП, наименование организации и срок действия аккредитации;\n2.  Проверьте наличие организации c таким же ИНН, но другим КПП  в реестре участников и срок действия аккредитации;\n3.  Уточните, сроки по какой организации присутствуют в уведомлении.	Editorial
Уведомление о смене пароля	"В целях безопасности система площадки рекомендует менять пароль 1 раз в 3 месяца. Для смены пароля в окне уведомления нажмите кнопку "Сменить пароль", далее введите новый пароль, повтор пароля и нажмите кнопку "Установить". В случае если смена пароля не требуется нажмите кнопку "Напомнить позже". Следующее напоминание о смене пароля появиться через 3 месяца."	Editorial
Не отображается аукцион в разделе  "Мои торги"	"В разделе "Мои торги" аукцион отображается после публикации протокола рассмотрения 1-х частей заявок.Причины, по которым не отображается аукцион:	Editorial
Нет кнопки "Подать заявку"	"В форме извещения кнопка "Подать заявку" может отсутствовать в случаях:	Editorial
Не прикрепляются файлы	1.  Заполните поле "Название документа";\n2.  При помощи кнопки "Открыть" укажите путь к файлу на компьютере;\n3.  Нажмите кнопку "Добавить документ". После нажатия кнопки страница обновится и файл отобразится в соответствующем разделе.Если при соблюдении правильного порядка прикрепления файлов страница обновляется, но прикрепленный файл не отображается в соответствующем разделе причины и  решения могут быть следующими:	Editorial
Нет кнопки "Запрос на разъяснение документации"	**Решение: **Отсутствует кнопка "Запрос на разъяснение документации".	Editorial
Не активна кнопка "Подать заявку на редактирование" 	При попытке подать заявку на изменение данных об организации не активна кнопка "Подать заявку на редактирование"."Кнопка "Подать заявку на редактирование" может быть недоступна по причинам:	Editorial
Не отображается контракт 	В Личном кабинете Участника не отображается контракт.	Editorial
Аукцион не найден через поиск	Уточните номер извещения и осуществите поиск аукциона в открытой части площадки	Editorial
Не активно поле "Максимально возможная сумма для заключения контракта по результатам электронного аукциона"	**Решение:**1.  Пользователь не выбрал из списка сертификат. Рекомендуйте осуществить выбор сертификата\n2.  В сертификате нет роли "Специалист с правом подписи контракта" в таком случае выходит уведомление "Для аккредитации на электронной площадке необходимо прикрепить  сертификат с соответствующими ролями"	Editorial
Нет кнопки "Создать протокол разногласий"	**Причина:** В сертификате, под которым был выполнен вход, отсутствует роль "Специалист с правом подписи контракта".**Действие Оператора:** Проверьте сертификат на наличие данной роли. Для этого:1.  Войдите в Личный кабинет Оператора - раздел "Справочники" - "Реестр участников";\n2.  Откройте карточку нужной организации;\n3.  Нажмите на ссылку "Перейти к списку";\n4.  Откройте сведения о нужном пользователе;\n5.  В поле сертификаты нажмите "Просмотреть";\n6.  В сертификате во вкладке "Состав" - "Улучшенный ключ" проверьте наличие ролей;\n7.  В случае отсутствия ролей предоставьте Участнику ответ.**Решение: **"В сертификате отсутствует роль "Специалист с правом подписи контракта", поэтому кнопка "Принять и подписать контракт" отсутствует. Вам необходимо войти в Личный кабинет по электронной подписи, где есть указанная роль (если такой сертификат имеется) или обратиться в Удостоверяющий центр, для добавления этой роли к Вашему сертификату."	Editorial
Не пришло уведомление для подтверждения адреса электронной почты при прохождении аккредитации 	**Причина: ***   Некорректно заполнен адрес электронной почты при формировании заявки на аккредитацию;\n*   Заявка на аккредитацию подается повторно после отклонения;\n*   Сообщение о подтверждении адреса электронной почты попало в спам или нежелательную почту.1.  Проверьте правильность заполнения адреса электронной почты;\n2.  Уточните у пользователя впервые ли подается заявка на аккредитацию. Если заявка подается повторно, необходимо уточнить, приходило ли уведомление в первый раз, и подтверждали ли адрес. Если при первичной подаче заявки адрес был подтвержен, уведомление повторно не приходит, подтверждения не требуется;\n3.  Если заявка подается впервые, рекомендуйте пользователю проверить спам-лист и нежелательную почту."Заявка на аккредитацию будет рассмотрена в любом случае, даже без подтверждения адреса электронной почты. Возможно подтверждение адреса придёт чуть позже. Для уточнения статуса заявки на аккредитацию Вы можете обратиться в Контакт-центр. После утверждения Вашей заявки на аккредитацию, Вы сможете внести изменения в адрес электронной почты и подтвердить его, подав заявку на изменение информации об организации".	Editorial
