Question	Answer	Source
Особенности проведения торгов по процедуре «Аукцион по аренде» с участием действующего правообладателя	**Для оператора:** Участник, у которого в форме рассмотрения заявок Продавцом установлена галочка в чек-боксе «Наличие преимущественного права», признается «Действующим правообладателем».В случае если другими участниками были поданы ценовые предложения, и предложение «Действующего правообладателя» не является лучшим, то в ходе аукциона в форме «Ввод ставки» отображается кнопка «Заявить о желании заключить договор».  \n В случае если участник («Действующий правообладатель») нажимает кнопку «Заявить о желании заключить договор», то начинается новый отсчет 10 минут до следующего понижения шага. При этом ставка «Действующего правообладателя» указывается в истории ставок, равная ставке Участника, который предложил лучшую цену, при этом лучшее ценовое предложение присваивается «Действующему правообладателю». Информация о том, что участник является «Действующим правообладателем» отображается в таблице «История ставок» и в форме аукционного торга.  \n У других участников в форме ввода ставок отображается информация о том, что «Действующий правообладатель» использовал преимущественное право.  \n Если в течение 10 минут после того как «Действующий правообладатель» нажал кнопку «Заявить о желании заключить договор» от других Участников не поступают новые ценовые предложения, то шаг аукциона снижается. Если другой участник делает новую ставку, то у «Действующего правообладателя» опять появляется кнопка «Заявить о желании заключить договор». В случае если шаг аукциона уже снижен до 0,5% и в течение 10 минут после нажатия «Действующим правообладателем» кнопки «Заявить о желании заключить договор» никто не подал ценовые предложения, то аукцион завершается и победителем признается «Действующий правообладатель», на втором месте - участник, который предложил такую же цену, как и «Действующий правообладатель».   	Editorial
Внесение изменений в опубликованную процедуру	 На площадке внести изменения в опубликованную процедуру можно до этапа проведения торгов.Для внесения изменений:1.  В Личном кабинете войдите в раздел "Имущественные торги" / "Мои процедуры";\n2.  Откройте нужную процедуру;\n3.  Нажмите кнопку "Внести изменения";\n4.  Откроется извещение в режиме редактирования;\n5.  После того как изменения внесены нажмите кнопку "Опубликовать изменения".Чтобы просмотреть внесенные изменения в извещении нажмите кнопку "Просмотр внесенных изменений".	Editorial
Ответ по запросу на разъяснение документации 	**Для отправки ответа по запросу разъяснение, полученного на ЭП: **1.  В Личном кабинете перейдите в раздел "Имущественные торги" / столбец "Проведение" / "Мои процедуры"; \n2.  Откройте нужную процедуру; \n3.  Откроется форма "Процедура №…". Перейдите в раздел "Запросы на разъяснения", расположенный внизу страницы; Или   \n В Личном кабинете перейдите в раздел "Имущественные торги" /  столбец "Запросы" / "Запросы"; 1.  Откройте запрос, нажав на тему запроса;\n2.  Откроется форма "Запрос на разъяснение №…". В поле "Текст" введите текст ответа, при необходимости прикрепите документы;\n3.   Нажмите на кнопку "Отправить";\n4.  Подтвердите действие сертификатом электронной подписи;\n5.  Появится информационное сообщение об успешном выполнении операции. Нажмите "Ок". **Для отправки ответа по запросу на разъяснения, полученного вне электронной площадки: **1.  Откройте необходимую процедуру;\n2.  Нажмите кнопку "Внести разъяснение"; \n3.  Откроется форма "Публикация разъяснения по процедуре №…". В разделе "Запрос" заполните обязательные поля (Тема запроса, Наименование участника, Дата и время получения запроса, Текст запроса). При необходимости прикрепите документы; \n4.  В разделе "Ответ" введите текст ответа, прикрепите при необходимости документы; \n5.  Нажмите кнопку "Отправить"; \n6.  Подтвердите действие сертификатом электронной подписи;\n7.  Появится информационное сообщение об успешном выполнении операции. Нажмите "Ок". Отправленные ответы по запросам на разъяснение можно просмотреть в В Личном кабинете в разделе "Имущественные торги" / "Запросы" / "запросы участника".	Editorial
Интеграция сведений между электронной площадкой и АРИП МО	 "АРИП МО – модуль  автоматической реализации имущественных прав, который является подсистемой ЕАСУЗ для Московской области.Продавец размещает процедуру в АРИП МО, затем сведения о процедуре интегрируется на электронную площадку. Сведения о процедуре попадают в черновик. На электронной площадке Продавец публикует процедуру из черновика.**Схема взаимодействия электронной площадки и АРИП МО**![](/storage/kcfinder/images/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%B2%D0%B7%D0%B0%D0%B8%D0%BC%D0%BE%D0%B4%D0%B5%D0%B9%D1%81%D1%82%D0%B2%D0%B8%D1%8F%20%D1%81%20%D0%AD%D0%A2%D0%9F%20%D0%A0%D0%A2%D0%A1.png)	Editorial
Интеграция сведений в ЕИС 	 "На ЭП РТС-тендер Имущественные торги интеграция с ЕИС не осуществляется. В дальнейшем будет реализована интеграция сведений о процедуре на сайт [www.torgi.gov.ru](http://www.torgi.gov.ru)."	Editorial
Публикация протокола рассмотрения заявок	 "Для того, чтобы рассмотреть заявки и опубликовать протокол: Особенности публикации протоколов для типов процедур:	Editorial
Публикация протокола подведения итогов / проведения торгов	 "Для того, чтобы подвести итоги и опубликовать протокол:Особенности публикации протоколов для типов процедур:Опубликованный протокол можно просмотреть в Личном кабинете или в открытой части площадки, открыв нужное извещение."	Editorial
Просмотр количества поданных заявок до окончания срока подачи заявок 	 "Для просмотра количества поданных заявок, если еще не закончился срок подачи заявок:1.  В Личном кабинете войдите в раздел "Имущественные торги";\n2.  В таблице со списком процедур в столбце "Заявки" первое число указывает сколько заявок подано.Просмотреть информацию о поданных заявках Участников до окончания срока подачи заявок нет."	Editorial
Шаблоны процедур 	Ответ Оператора: "На ЭП Вы можете создать шаблоны процедур. В дальнейшем из созданных шаблонов публиковать извещения.**Для создания шаблона процедуры:****1 способ:**1.  В Личном кабинете перейдите в раздел "Имущественные торги";\n2.  В столбце "Публикация" выберите "Мои шаблоны процедур";\n3.  Нажмите кнопку "Новый шаблон";\n4.  Откроется черновик извещения. Заполните нужные поля и нажмите кнопку "Сохранить шаблон".**2 способ (создание шаблона из размещенного извещения):**1.  В Личном кабинете откройте нужное извещение;\n2.  Вверху страницы нажмите кнопку "Сохранить как шаблон".Создание шаблона возможно из любого извещения, размещенного в Личном кабинете, вне зависимости от статуса процедуры.Созданный шаблон можно редактировать или удалить. Для удаления в списке шаблонов поставьте галочку в чек-боксе "Удалить". Отобразится кнопка "Удалить". Выбранный шаблон будет удален.**Для создания извещения из шаблона:**1.  В Личном кабинете перейдите в раздел "Имущественные торги";\n2.  В столбце "Публикация" выберите "Мои шаблоны процедур";\n3.  Из списка выберите нужный шаблон и нажмите на ссылку "Создать процедуру";\n4.  Откроется форма "Создание процедуры". Дополните при необходимости форму и нажмите кнопку "Опубликовать", расположенную внизу.	Editorial
Создание извещения 	 "Для публикации новой процедуры:1.  \n\nВ Личном кабинете войдите в раздел "Имущественные торги" / "Новая процедура";\n\n2.  \n\nЗаполните форму извещения;\n\n3.  \n\nПосле заполнения формы извещения:*   Для сохранения процедуры в черновик нажмите кнопку "Сохранить черновик процедуры" (сохраненный черновик можно просмотреть в разделе "Имущественные торги" / "Мои черновики");\n*   Для публикации извещения нажмите кнопку "Опубликовать процедуру".После того как процедура опубликована появляется возможность:*   "Внести изменения" - при нажатии кнопки откроется возможность редактирования, после того как изменения внесены необходимо нажать кнопку "Опубликовать изменения". Внесение изменений возможно до окончания срока подачи заявок. Чтобы просмотреть внесенные изменения нажмите кнопку "Просмотр внесенных изменений";\n*   "Отказаться от процедуры" - ввести причину отказа от проведения процедуры, при необходимости прикрепить документ и нажать кнопку "Оказаться". Отказаться от проведения процедуры можно до окончания срока подачи заявок;\n*   "Уведомить покупателей" - откроется окно "Уведомление покупателей", в котором необходимо ввести электронные адреса через запятую, после чего нажать на кнопку "Отправить". На указанные адреса будут отправлены соответствующие сообщения о проведении процедуры продажи;\n*   "Скопировать процедуру" - после нажатия кнопки произойдет копирование процедуры в черновики процедур. Для публикации процедуры из черновика необходимо открыть черновик и нажать кнопку "Внести изменения";\n*   "Сохранить как шаблон" - опубликованную процедуру можно сохранить в качестве шаблона. Затем по этому шаблону публиковать новые извещения.	Editorial
Заполнение извещения процедуры "Аукцион"	После заполнения разделов "Новый лот" нажмите на кнопку "Сохранить лот". После сохранения отобразятся дополнительные кнопки для добавления и удаления новых лотов:*   Для добавления новых лотов нажмите на кнопку "Добавить новый лот".\n*   Для удаления лота нажмите на кнопку "Удалить лот".\n*   Для того, чтобы скопировать лот, нажмите на кнопку "Копировать лот".	Editorial
Заполнение извещения процедуры "Специализированный аукцион"	После заполнения разделов "Новый лот"нажмите на кнопку "Сохранить лот". После сохранения отобразятся дополнительные кнопки для добавления и удаления новых лотов:*   Для добавления новых лотов нажмите на кнопку "Добавить новый лот".\n*   Для удаления лота нажмите на кнопку "Удалить лот".\n*   Для того, чтобы скопировать лот, нажмите на кнопку "Копировать лот".	Editorial
Заполнение извещения процедуры "Конкурс"	После заполнения разделов "Новый лот" нажмите на кнопку "Сохранить лот". После сохранения отобразятся дополнительные кнопки для добавления и удаления новых лотов:*   Для добавления новых лотов нажмите на кнопку "Добавить новый лот".\n*   Для удаления лота нажмите на кнопку "Удалить лот".\n*   Для того, чтобы скопировать лот, нажмите на кнопку "Копировать лот".	Editorial
Заполнение извещения процедуры "Публичное предложение"	*   Шаг понижения должен быть не более 10% от начальной цены;\n*   Шаг аукциона устанавливается в фиксированной сумме без возможности выбора в «%», шаг аукциона должен быть не более 50% шага понижения;\n*   Цена отсечения должна быть равна 50% от начальной цены, цена отсечения должна рассчитываться автоматически и проставляться в соответствующее поле без возможности редактирования.  После заполнения разделов "Новый лот" нажмите кнопку "Сохранить лот". После сохранения отобразятся дополнительные кнопки для добавления и удаления новых лотов:*   Для добавления новых лотов нажмите на кнопку "Добавить новый лот".\n*   Для удаления лота нажмите на кнопку "Удалить лот".\n*   Для того, чтобы скопировать лот, нажмите на кнопку "Копировать лот".	Editorial
Заполнение извещения процедуры "Продажа без объявления цены"	После заполнения разделов "Новый лот" нажмите на кнопку "Сохранить лот". После сохранения отобразятся дополнительные кнопки для добавления и удаления новых лотов:*   Для добавления новых лотов нажмите на кнопку "Добавить новый лот".\n*   Для удаления лота нажмите на кнопку "Удалить лот".\n*   Для того, чтобы скопировать лот, нажмите на кнопку "Копировать лот".	Editorial
Заполнение извещения процедуры "Аукцион по аренде"	После заполнения разделов "Новый лот" нажмите на кнопку "Сохранить лот". После сохранения отобразятся дополнительные кнопки для добавления и удаления новых лотов:*   Для добавления новых лотов нажмите на кнопку "Добавить новый лот".\n*   Для удаления лота нажмите на кнопку "Удалить лот".\n*   Для того, чтобы скопировать лот, нажмите на кнопку "Копировать лот".	Editorial
Заполнение извещения процедуры "НТО"	После заполнения разделов "Новый лот" нажмите на кнопку "Сохранить лот". После сохранения отобразятся дополнительные кнопки для добавления и удаления новых лотов:*   Для добавления новых лотов нажмите на кнопку "Добавить новый лот".\n*   Для удаления лота нажмите на кнопку "Удалить лот".\n*   Для того, чтобы скопировать лот, нажмите на кнопку "Копировать лот".	Editorial
Отказ от проведения процедуры 	 "Отказаться от проведения процедуры можно на любом этапе от "Публикации извещения" до "Подведения итогов" включительно, кроме процедуры "Аукцион по аренде" (до окончания сроков подачи заявок).Для отмены процедуры:1.  В Личном кабинете войдите в раздел "Имущественные торги" / "Мои процедуры";\n2.  Откройте нужную процедуру;\n3.  Нажмите кнопку "Отказаться от процедуры";\n4.  Введите причину отказа от проведения процедуры, при необходимости прикрепите документ;\n5.  Нажмите кнопку "Оказаться". Статус процедуры поменяется на "Отказ от лота". 	Editorial
Работа Уполномоченного органа на ЭП 	 "Если Уполномоченный орган планирует размещение процедур за Заказчика, то предварительно необходимо пройти процедуру аккредитации на площадке. При этом Заказчикам, для которых будет будет размещена процедура, проходить аккредитацию не требуется.**Процедура аккредитации** проводится стандартным способом. Главная особенность: в форме заявки на аккредитацию в подразделе "Продавец" Уполномоченному органу необходимо проставить признак "Представитель продавца".**Процедура публикации извещения **проводится стандартным способом. Главная особенность: в форме извещения в подразделе "Сведения об организаторе" поле "Тип организатора" из выпадающего списка требуется выбрать "Обычный"."	Editorial
Создание новой процедуры из лота 	 "Вы можете создавать новые процедуры из лотов процедур, которые были опубликованы ранее.Функционал по выделению лота в новую процедуру доступен на всех этапах проведения процедуры, кроме случая отказа от проведения процедуры. Также нет возможности выделить лот в новую процедуру, если уже есть заявки, поданные на данный лот.Для создания новой процедуры из опубликованного лота:В Личном кабинете в разделе "Мои процедуры" откройте ранее опубликованную процедуру;Перейдите в раздел «Лоты»;Напротив нужного лота установите галочку в столбце «Изменить» и нажмите кнопку «Выделить лоты в новую процедуру»;При нажатии на кнопку «Выделить лоты в новую процедуру» появится всплывающее окно, в котором необходимо подтвердить действие; Далее подтвердите действие сертификатом электронной подписи.Черновик извещения будет сохранен.  В дальнейшем лот не будет отображаться в списке лотов опубликованной ранее процедуры. Выделенный лот добавится в раздел «Мои черновики» (раздел «Имущественные торги»)."	Editorial
Завершение процедуры без заключения договора	**Ответ Оператора: **"Для завершения процедуры без заключения договора: 1.  Войдите в Личный кабинет  продавца по электронной подписи;\n2.  Перейдите в карточку процедуры;\n3.  В разделе лоты перейдите по ссылке "Ссведения о договоре";\n4.  Выберите пункт  "Договор не заключен с победителем"".	Editorial
Блокирование Гарантийного обеспечения	Блокирование средств Гарантийного обеспечения производится Оператором ЭП в течение 1 часа с момента наступления основания блокирования. Такие средства являются задатком, выданным Претендентом Продавцу.В случае если свободных средств Гарантийного обеспечения недостаточно для выдачи задатка Оператор ЭП отклоняет заявку на участие. В случае получения от Претендента нескольких заявок на участие, свободные средства Гарантийного обеспечения блокируются последовательно. Блокированные средства Гарантийного обеспечения учитываются отдельно по каждой заявке на участие".	Editorial
Разблокирование Гарантийного обеспечения	В соответствии с Соглашением о Гарантийном обеспечении блокирование средств Гарантийного обеспечения прекращается в следующем порядке:*   **Для Участников (заявки допущены к участию)** – в течение 5 дней со дня подведения итогов процедуры, если нормативным правовым актом Продавца не установлен иной срок.\nИсключения:\nДля аукциона по аренде - блокирование денежных средств сохраняется до подписания договора у победителя и участника, который сделал предпоследнее предложение о цене договора;\nДля аукциона - если при публикации процедуры Продавец включил параметр "Блокирование задатка второго участника", то денежные средства второго учасника разблокируются после заключения договора с победителем.\n*   **Для Претендентов (заявки не допущенные к участию) **– в течение 5 дней со дня подписания протокола о признании Претендентов Участниками, если нормативным правовым актом Продавца не установлен иной срок.\n*   Если **Участник признан победителем** средства Гарантийного обеспечения, списываются с виртуального счета и перечисляются Продавцу в течение 3 дней со дня истечения срока, установленного для заключения Договора купли-продажи, если нормативным правовым актом Продавца не установлен меньший срок. <span style="line-height:1.6;">Исключения: Для аукциона по аренде – возвращаются (посредством прекращения блокирования) победителю процедуры Аренды и  </span>участнику, который сделал предпоследнее предложение о цене договора, <span style="line-height:1.6;">в течение 5 рабочих дней с даты заключения с Договора аренды.</span>Если лот признается не состоявшимся по причине того, что в ходе аукциона не было подано ни одного ценового предложения, денежные средства участника, который подал заявку первым, остаются заблокированными.​  \n<span style="line-height:1.6;">Если Претендент отозвал заявку на участие блокирование средств Гарантийного обеспечения прекращается в течение 1 дня с момента получения Оператором ЭП уведомления об отзыве заявки.</span>	Editorial
Просмотр номера виртуального счета/состояния виртуального счета	**Ответ Оператора: "**Номер виртуального счета доступен для просмотра в Личном кабинете:1.  Войдите в Личный кабинет;\n2.  Перейдите в раздел "Финансы и документы", далее "Счета и транзакции".Номер виртуального счета имеет следующий формат:  XX.XXXXX.XXXXX - PRV.Для просмотра более подробной информации о счете нажмите в строке на ссылку "Детали"."	Editorial
Акты сверок	"Акты сверок предоставляются бухгалтерией по запросу.Для получения актов сверок направьте официальный запрос на адрес электронной почты [iSupport@rts-tender.ru](mailto:iSupport@rts-tender.ru). Запрос должен быть оформлен на фирменном бланке организации на имя генерального директора ООО "РТС-тендер" Лишенкова Владимира Николаевича и содержать следующие сведения:*   Наименование и ИНН организации;\n*   Срок за который требуется предоставить сверку;\n*   Почтовый адрес Участника."	Editorial
Реквизиты площадки. Платежное поручение	Реквизиты площадки находятся на сайте площадки РТС-тендер в нижней части в секции "Имущество", далее "Реквизиты".В платежном поручении обязательно указывать номер виртуального счета.Образец бланка пополнения счета также можно сформировать в Личном кабинете:1.  Зайдите в раздел "Финансы и документы", далее "Счета и транзакции";\n2.  Нажмите кнопку "Пополнить" в строке со счетом.Образец сформируется в формате exel.**Реквизиты, действующие до 20.03.2017:**Получатель: ООО «РТС-тендер»   \n Наименование банка: ВТБ БАНК ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО   \n Расчетный счёт: 40702810100260000797   \n Корр. счёт: 30101810700000000187   \n БИК: 044525187   \n ИНН: 7710357167   \n КПП: 773001001   \n Назначение платежа: Внесение гарантийного обеспечения по Соглашению о внесении гарантийного обеспечения, № аналитического счета _, без НДС **Реквизиты, действующие с 20.03.2017:**Получатель: ООО «РТС-тендер»  \n Наименование банка: МОСКОВСКИЙ ФИЛИАЛ ПАО «СОВКОМБАНК» Г. МОСКВА  \n Расчетный счёт: 40702810600005001156  \n Корр. счёт: 30101810945250000967  \n БИК: 044525967  \n ИНН: 7710357167  \n КПП: 773001001  \n Назначение платежа: Внесение гарантийного обеспечения по Соглашению о внесении гарантийного обеспечения, № аналитического счета _, без НДС**Примечание: **С 20 марта 2017 года в течение одного месяца платежи, полученные по старым реквизитам, будут зачисляться в прежнем порядке.	Editorial
Отзыв денежных средств 	"Для отзыва денежных средств:1.  Осуществите вход в Личный кабинет;\n2.  Перейдите в раздел "Финансы и документы", далее в раздел "Счета и транзакции";\n3.  В разделе счета перейдите по ссылке "Детали";\n4.  Нажмите кнопку "Вывести средств";\n5.  Укажите сумму для отзыва и нажмите кнопку "Подписать ЭЦП и отправить заявление".В соответствии с Соглашением о гарантийном обеспечении денежные средства возвращаются Претенденту в течение трех рабочих дней со дня получения Организатором заявления от Претендента на отзыв денежных средств.	Editorial
Тариф площадки по имущественным торгам 	"Вознаграждение с Продавцов/Арендодателей и Покупателей/Арендаторов не взимается".	Editorial
Создание платежного поручения из Личного кабинета	<span style="color:rgb(0,0,0);font-family:calibri, arial, helvetica, sans-serif;font-size:14px;"> "</span>Для создания платежного поручения:1.  Войдите в Личный кабинет;\n2.  Перейдите в раздел "Финансы и документы"/"Счета и транзакции";\n3.  Нажмите на ссылку "Детали" в строке с номером виртуального счета или нажмите кнопку "Пополнить" в строке со счетом, который имеет формат "XX.XXXXX.XXXXX -  PRV";\n4.  Откроется страница "Просмотр счета ...", нажмите кнопку "Пополнить счет".Автоматически сгенерируется платежное поручение."	Editorial
Сроки зачисления денежных средств	**Ответ оператора:** Все денежные средства, перечисленные Клиентом ЭП, зачисляются на аналитический счет не позднее одного рабочего дня, следующего за днем поступления, а именно по факту поступления средств по банковским выпискам (то есть банковский день + рабочий день).  \n\n Сторонняя организация / физ. лицо также могут перечислить денежные средства за Участника размещения заказа (если Участник размещения заказа - ЮЛ или ИП). Для этого в платежном поручении в поле "Назначение платежа" необходимо указать за какую организацию производится зачисление, её ИНН и виртуальный счет.  \n Если Участник размещения заказа - ФЗ, то Оператор ЭП осуществляет зачисление на виртуальный счет Участника закупки (ФЛ) только тех денежных средств, которые поступили лично от такого Участника закупки, с любого расчетного счета, принадлежащего Участнику закупки, либо со счета организации, предоставившей денежные средства в качестве кредита.	Editorial
Отмена запроса отзыва денежных средств	 "Направьте письмо на  iSupport@rts-tender.ru. В теме письма укажите "Для бухгалтерии", во вложении прикрепите сканированную копию оригинала заявления. Заявление должно быть оформлено на официальном бланке организации на имя Генерального директора ООО "РТС-тендер" Лишенкова Владимира Николаевича, заверено печатью организации и подписью руководителя.В письме должна содержаться следующая информация:*   ИНН и наименование организации;\n*   Дата создания запроса на отзыв денежных средств;\n*   Сумма, которая была отозвана с площадки.Шаблон письма: "Организация (ИНН, название) просит отменить транзакцию на отзыв денежных средств, созданную XX/XX/XX г. на сумму ХХ ХХ ХХ , с виртуального счета (... - PRV) и указываем причину по которой необходимо отменить отзыв средств".	Editorial
Отзыв денежных средств без электронной подписи	 "Для отзыва денежных средств без электронной подписи напишите официальное письмо на имя Генерального директора ООО "РТС-тендер" Лишенкова Владимира Николаевича. В письме укажите: *   Наименование организации; \n*   ИНН; \n*   Номер виртуального счета; \n*   Причину, по которой денежные средства отзываются таким способом (Причина: истек срок действия электронной подписи); \n*   Сумму, которую необходимо отозвать; \n*   Реквизиты для перечисления денежных средств. Подписано письмо может быть лицом действующим без доверенности по выписке из ЕГРЮЛ, либо приложена доверенность. Оригинал письма направьте на почтовый адрес: 121151, г. Москва, набережная Тараса Шевченко, д. 23-А. Для согласования правильности написания, сканированная копия письма может быть отправлена на электронную почту [iSupport@rts-tender.ru](mailto:iSupport@rts-tender.ru). Денежные средства будут переведены на Ваши реквизиты только после того, как в бухгалтерию поступит оригинал официального письма".	Editorial
Не был указан номер виртуального счета организации	**Ответ оператора: **"Если при перечислении денежных средств не был указан номер виртуального счета организации, отправьте на адрес электронной почты [iSupport@rts-tender.ru](mailto:iSupport@rts-tender.ru) письмо со следующим текстом:Письмо должно быть на имя Генерального директора ООО "РТС-тендер" Лишенкова Владимира Николаевича, оформлено на фирменном бланке организации, заверено подписью руководителя и печатью организации, отсканировано.Также необходимо приложить отсканированный файл платежного поручения."	Editorial
Не поступили денежные средства на виртуальный счет Участника	*   Проверьте реквизиты, указанные в платежном поручении, на правильность заполнения (номер виртуального счета, реквизиты площадки);Если ошибка допущена в реквизитах площадки, напишите заявление на имя Генерального директора ООО «РТС-тендер» Лишенкова Владимира Николаевича со следующим текстом: ФИО, ИНН, паспортные данные, контактные данные  ХХ.ХХ.2016   были перечислены денежные средства в размере ХХХХХ руб. ХХ  коп.  на неверный  р/с хххххххххххххххххххх ООО "РТС-тендер" ,платежное поручение №ХХ  от ХХ.ХХ.2016. Просим  зачислить сумму в размере ХХХХ руб. ХХ коп. , ошибочно перечисленную на неверный расчетный счет, на верный  номер виртуального счета – ХХ.ХХХХХ.ХХХХХ-.Подпишите заявление и поставьте дату. Заявление необходимо отправить на адрес электронной почты iSupport@rts-tender.ru с пометкой "Для бухгалтерии", подробно опишите ситуацию и прикрепите копию платежного поручения.*   Проверьте данные, указанные в назначении платежа;Если Участник в платежном поручении в назначении платежа указал назначение для другой электронной площадки (РТС-тендер по 223-ФЗ или по 44-ФЗ), то Участнику необходимо отозвать денежные средства из Личного кабинета, на который они поступили, и направить повторно на корректные реквизиты площадки РТС-тендер Имущественные торги.*   Если данные в платежном поручении указаны верные, обратитесь в банк для уточнения информации о переводе денежных средств на расчетный счет площадки.Если реквизиты указаны верно и банк перевел денежные сердства, напишите письмо на адрес электронной почты [iSupport@rts-tender.ru](mailto:iSupport@rts-tender.ru) с пометкой "Для бухгалтерии", подробно опишите ситуацию и прикрепите копию платежного поручения.	Editorial
