Question	Answer	Source
Действия менеджеров по работе с клиентами при поступлении запросов на изменение функционала площадки 	Менеджеру необходимо поставить задачу в Мегаплан по шаблону "45173. Запрос на изменение функционала площадки РТС-тендер".В разделе "Описание" укажите:*   Суть изменения;\n*   Группу клиентов, для которых необходимо выполнить изменения (все клиенты площадки, Заказчики, Участники);\n*   Обоснование изменения, желательный срок реализации;\n*   Вариант реализации изменения (в форме описания, схемы, рисунка, скриншота и т.п.);\n*   Клиента, от которого поступил запрос, его контактные данные (при наличии).Требования, указанные в п.п. 1-3, являются обязательными при постановке Задачи. Срок первоначальной обработки составляет 3 рабочих дня. Ответственный специалист после обработки обращения заносит решение в Задачу в виде комментария. Если принято положительное решение в отношении Запроса на изменение, дальнейшие действия по реализации будут отражены в Задаче. При необходимости Менеджер доводит принятое решение до Клиента.	Editorial
Защита информации на электронной площадке	*   Электронная площадка создана с использованием передовых технологий защиты информации и постоянно находится под защитой;\n*   При необходимости происходит актуализация инструментов защиты информации;\n*   Возможность взлома площадки и доступ к личным данным исключен по причине высокой степени защищенности данных;\n*   Проникновение в систему вирусов и иных вредоносных программ исключено в виду серьезного контроля над данным видом деятельности со стороны высококвалифицировнанных специалистов нашей площадки.	Editorial
Периодические обновления электронной площадки	 Мы стремимся обеспечить пользователям более функциональную и удобную работу на площадке. С учетом мнений наших пользователей функционал площадки постоянно развивается и совершенствуется. Разработчики площадки пытаются учесть пожелания и Заказчиков, и Участников. В этом заключается причина переодических обновлений площадки.	Editorial
Общие требования и рекомендации к прикрепляемым документам 	**Общие требования и рекомендации к прикрепляемым документам: ***   \n\nОбщие требования и рекомендации к прикрепляемым документам:\n\n*   Все страницы документов должны быть читаемыми (для этого документ рекомендуется сканировать с разрешением не менее 75-100 dpi);\n*   Все отсканированные страницы документа рекомендуется размесить в одном файле в формате .doc или .docx (Word) путем помещения в открытый документ Word сканированного рисунка документа;\n*   Допустимые форматы файлов: .doc, .docx, .pdf, .txt, .rtf, .zip, .rar, .xls, .xlsx, .xps, .jpeg , .jpg, .gif, .png;\n*   Максимальный размер одного файла – 12 Мб. Рекомендуемый размер - 5 Мб;\n*   Ограничение на количество загруженных файлов отсутствует.	Editorial
Отбор площадок для проведения электронных аукционов	В соответствии с Приказом Минэкономразвития России от 26 октября 2009 года №428 "Об утверждении порядка отбора электронных площадок в целях проведения открытых аукционов в электронной форме" и утвержденным Минэкономразвития России совместно с ФАС России (на основании Приказа) Техническим заданием (протокол о результатах отбора опубликован на официальном сайте Минэкономразвития России 25 января 2010 года) были отобраны следующие площадки: *   ООО "РТС-тендер";\n*   ГУП "Агентство по государственному заказу, инвестиционной деятельности и межрегиональным связям Республики Татарстан";\n*   ЗАО "Сбербанк-Автоматизированная система торгов";\n*   ОАО "Единая электронная торговая площадка";\n*   ЗАО "ММВБ-Информационные технологии".	Editorial
Предоставление записи разговора с оператором	Пользователю запись разговора с Оператором не предоставляется. Данная информация может быть предоставлена только по запросу контролирующего органа (ФАС) или суда.	Editorial
Реестр организаций	Для того, чтобы просмотреть информацию об интересующей организации перейдите с главной страницы сайта РТС-тендер в раздел "44-ФЗ", далее внизу страницы (на сером фоне) выберите нужный реестр: "Реестр заказчиков" / "Реестр участников".**Реестр Поставщиков. **В данном реестре по известным реквизитам можно найти Участника. В сведениях об Участнике доступно:*   Сведения об аккредитации (дата регистрации, статус);\n*   Основные сведения (полное и сокращенное наименование организации, ИНН, КПП, ОГРН, сумма сделки);\n*   Документы (решение об одобрении сделки).**Реестр Заказчиков. **В данном реестре по известным реквизитам можно найти Заказчика / УО. В сведениях о Заказчике / УО доступно:*   Основные сведения (ИНН\КПП, ОГРН, эл. почта, тел.);\n*   Адрес (юридический\фактический).	Editorial
Режим работы площадки	Площадка работает круглосуточно. На площадке могут быть размещены электронные аукционы заказчиков из любого региона РФ.Режим работы Контакт-центра:*   С 2-00 утра до 20-00 вечера по МСК;\n*   В праздничные и выходные дни площадка работает в штатном режиме, Контакт-центр не работает.	Editorial
Способы закупок, размещаемых на электронной площадке РТС-тендер	На площадке РТС-тендер на данный момент проводятся только электронные аукционы.	Editorial
Сроки реализации на площадке отдельных положений 44-ФЗ	 В связи с тем, что на Общероссийском официальном сайте www.zakupki.gov.ru/‎ продолжаются подготовительные работы, новые функциональные возможности электронной площадки РТС-тендер будут доступны после завершения этих работ.	Editorial
Порядок отказа в аккредитации офшорным организациям	Порядок отклонения: При рассмотрении заявки на аккредитацию иностранной организации в первую очередь будет осуществляться проверка учредительных документов (Memorandum of association (учредительный договор) и Articles of association (устав)), в которых содержится информация о стране регистрации, на предмет регистрации участника в офшорной зоне, включенной в перечень, утвержденный [приказом Минфина России от 13.11.2007 г. № 108н.](http://moodle.sibir.rts-tender/mod/resource/view.php?id=1355) В случае признания Участника офшорной организацией заявка на аккредитацию такого Участника будет отклонена Оператором ЭП, с указанием причины «Участник является офшорной компанией (ч. 6 ст. 61 Федерального закона от 05.04.2013 № 44-ФЗ «О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд»)».	Editorial
Ускорение рассмотрения заявки на аккредитацию Участника 	1.  Уточните ИНН Участника, подавшего заявку;\n2.  Проверьте подана ли заявка и принята ли она на рассмотрение;\n3.  Cообщите ответственному специалисту по аккредитации;\n4.  Уточните необходимость предоставления ответа Заказчику по факту рассмотрения заявки. При необходимости уточните контактные данные;                                \n5.  Сообщите результат рассмотрения по факту выполнения действия.                               	Editorial
Запрос пин-кода контейнера несколько раз	**Причина: **Система запрашивает пин-код контейнера при подписании документов. Количество запросов пин-кода равно количеству подписываемых документов.**Решение: **Чтобы данное сообщение исчезло, поставьте галочку в чек-боксе "Запомнить пин-код".                                                                	Editorial
Заполнение раздела "Декларация о соответствии участника требованиям, установленным п. 3-5, 7-9 ч. 1 ст. 31 Федерального закона №44-ФЗ" и дополнительных полей в соответствии со ст. 31 44-ФЗ	Раздел "Декларация о соответствии участника требованиям, установленным п. 3-5, 7-9 ч. 1 ст. 31 Федерального закона №44-ФЗ" отображается во второй части заявки на участие. Поле обязательно для заполнения. Для прикрепления файла в этот раздел нажмите "Добавить", выберите путь к файлу и нажмите кнопку "Открыть". После прикрепления файл отобразится в таблице. Для его удаления нажмите символ в виде "Х" над файлом.Дополнительные поля (например "Требование о наличии финансовых ресурсов для исполнения контракта", "Требование о наличии на праве собственности или ином законном основании оборудования и других материальных ресурсов для исполнения контракта" и т.д.) тоже всегда будут обязательными для прикрепления файлов. Единственное поле, которое является не обязательным - "Требование об отсутствии в предусмотренном Федеральным законом № 44-ФЗ реестре недобросовестных поставщиков (подрядчиков, исполнителей) информации об участнике закупки, в том числе информации об учредителях, о членах коллегиального исполнительного органа, лице, исполняющем функции единоличного исполнительного органа участника закупки - юридического лица"."	Editorial
Информационное сообщение о прекращении работы программы АРМ Заказчика	"Внимание!Информируем Вас, что с 1 января 2017 года работа программы "АРМ Заказчика" прекращена. Дальнейшая работа на площадке РТС-тендер возможна только при помощи веб-браузера. Скачать инструкции по работе с веб-версией можно по ссылке.После закрытия данного окна Вы будете автоматически перенаправлены на страницу электроноой площадки в веб-браузере".Причиной отказа от использования программы АРМ РТС-тендер послужило введение в эксплуатацию МинКомСвязью ГИС "Независимый регистратор". Плагин "Независимый регистратор" может работать исключительно с ВЕБ-браузером, поэтому было принято решение о прекращении использования программы АРМ.	Editorial
Ярлык для входа в Личный кабинет	 На площадке реализована возможность автоматического добавления ярлыка на рабочий стол пользователя для входа в Личный кабинет с помощью специальной программы (утилиты). Для установки утилиты:1.  На главной странице сайта РТС-тендер нажмите кнопку «Вход»;\n2.  Далее в разделе «Закупки по 44-Ф3» / «Заказчик» нажмите кнопку «Помощь по входу»;\n3.  В столбце «Работа в WEB-интерфейсе» в пункте 5 нажмите на ссылку «ссылка на программу установки».После нажатия на данную ссылку скачается программа установки. При установке программы все действия выполняются по умолчанию (под правами администратора).После окончания установки на рабочем столе отобразится ярлык для входа в Личный кабинет Заказчика, при нажатии на который в браузере откроется страница авторизации, после успешной авторизации откроется Личный кабинет.	Editorial
Раздел «Рассчитать НМЦ»	При переходе в раздел «Рассчитать НМЦ» откроется Сервис обоснования НМЦ системы СТАР. Сервис обоснования НМЦ системы СТАР разработан в целях оказания помощи Заказчикам в определении и обосновании НМЦ при осуществлении закупок в соответствии с 44-ФЗ. Позволяет формировать протокол обоснования НМЦ на закупаемые товары на основании данных о ценовых параметрах из контрактов, заключенных в рамках 44-ФЗ.**Вход в Сервис:**1.  В Личном кабинете перейдите в раздел «Рассчитать НМЦ»;\n2.  Откроется страница с приветствием, нажмите кнопку «Продолжить».**Расчет цены и формирование протокола обоснования НМЦ:**1.  Войдите в Сервис обоснования НМЦ;\n2.  Введите список товаров.Ввести список товаров можно несколькими способами:*   Ввести список товаров вручную – формирование перечня товарных позиций ручным вводом (заполните поля "Введите наименование товара", "Количество", "Единица измерения", "Тип товара". Для добавления еще одной товарной позиции нажмите «Добавить наименование», после чего заполните открывшуюся строку аналогичным образом.). \n*   Загрузить из файла Excel – формирование перечня товарных позиций загрузкой файла Excel, заполненного на основе представленного в системе шаблона. \n*   Загрузить из плана-графика – формирование перечня товарных позиций загрузкой из опубликованного в ЕИС плана-графика или позиции в плане-графике. Выгрузка перечня позиций осуществляется из планов-графиков, опубликованных в ЕИС и автоматически импортированных в систему СТАР. При этом импорт опубликованных планов-графиков из ЕИС в систему СТАР может занимать до 24 часов с момента публикации плана-графика в ЕИС.1.  Нажмите кнопку «Выполнить расчет». Страница обновится, сформируется проект протокола обоснования НМЦ в виде редактируемой табличной формы.Для формирования и сохранения протокола в файле формата excel, нажмите кнопку «Скачать протокол обоснования НМЦК в Excel».**Как рассчитывается НМЦ?**Для просмотра значений, которые используются для расчета цен нажмите кнопку «Показать параметры расчета НМЦ». Поле «Регион» по умолчанию заполняется исходя из ИНН и КПП Заказчика. При необходимости данные, которые заполняются по умолчанию, могут быть изменены.Примечание: При анализе цен не учитываются контракты данного Заказчика. **Инструкция для пользователей**В Сервисе приложена подробная инструкция для пользователей, которая открывается при нажатии на кнопку «Руководство пользователя».**Контакты Сервиса**Для уточнения более подробной информации по Сервису обоснования НМЦ обратитесь в техническую поддержку Финтендер:тел. 8 (499) 702-3-222, 8 (800) 5555- 412e-mail: info@fintender.ru, star@fintender.ru	Editorial
Просмотр Реестра недобросовестных поставщиков	Реестр недобросовестных поставщиков можно посмотреть на Официальном сайте http://zakupki.gov.ru (главная страница сайта / раздел "Мониторинг, аудит и контроль в сфере закупок" / ссылка "Реестр недобросовестных поставщиков").  \n\n Вы также можете просмотреть наличие сведений об Участниках, принимавших участие в торгах, в форме протокола рассмотрения вторых частей заявок.  \n\n Для этого в форме протокола в таблице "Сведения протокола подведения итогов электронного аукциона" в столбце "Проверить участника" нажмите на ссылку "РНП".   \n После чего откроется Реестр недобросовестных поставщиков. Проверка осуществляется только по ИНН Участника.	Editorial
Регистрация контракта в ЕИС / Реестр контрактов	 Регистрация контракта Заказчиком производится в ЕИС в течение 3-х дней со дня его заключения. После чего контракт заносится в реестр контрактов. Подробную информацию по регистрации контракта можно узнать у специалистов ЕИС по тел. 8 800 333-81-11; 8 495 811-03-33.	Editorial
Взаимодействие между ЕИС и РТС-тендер	Взаимодействие между ЕИС и ЭП РТС-тендер осуществляется посредством интеграции (передачи сведений с площадки в ЕИС и наоборот). Информация на площадку РТС-тендер, по данным ЕИС, интегрируется от 2 часов до суток после отправки этой информации с ЕИС.**Заказчики в ЕИС:** *   Регистрируются;\n*   Добавляют и редактируют информацию пользователей и права пользователям. Для того, чтобы информация о пользователях отобразилась на площадке, каждому пользователю при регистрации необходимо добавить право работать на площадке РТС-тендер;\n*   Создают и отправляют данные о расчетном счете на одобрение Финансового органа;\n*   Формируют, публикуют, вносят изменения, отменяют извещение о проведении электронного аукциона;\n*   Работают с запросами на разъяснение аукционной документации;\n*   Создают / редактируют комиссию для рассмотрения протоколов;\n*   Вносят изменения в сведения об организации.При передаче информации о контракте в ЕИС переносится номер карточки контракта, который (на усмотрение Заказчика / УО) может быть присвоен контракту. По всем вопросам работы на Официальном сайте можно обратиться в техподдержку ЕИС по тел. 8 800 333-81-11 (бесплатно) или 8 495 811-03-33.**Заказчики на РТС-тендер:***   Рассматривают заявки и публикуют протоколы рассмотрения первых и вторых частей заявок;\n*   Создают, отправляют на подпись Участнику, подписывают контракт, при необходимости создают протокол отказа от заключения контракта;\n*   Выполняют действия с комиссиями (есть возможность добавить, изменить комиссию, а также создать копию комиссии, заведеннной в ЕИС). Если комиссия заведена в ЕИС, то отредактировать ее можно только в Личном кабинете в ЕИС.	Editorial
Регистрация в ЕИС	Регистрацию организации Заказчика в ЕИС производит специалист с ролью "Администратор организации" путем заполнения анкеты и дальнейшего подтверждения электронной почты. Пользователей с другими ролями ("Уполномоченный специалист", "Специалист с правом направления проекта контракта", "Специалист с правом подписи контракта") регистрирует и наделяет пользователь с правами "Администратор организации.	Editorial
Добавление площадки РТС-тендер для работы	Для добавления площадки РТС-тендер:1.  Осуществите вход в Личный кабинет ЕИС с ролью "Администратор организации";\n2.  Выберите вкладку пользователи организации;\n3.  Откройте права пользователя;\n4.  В открывшемся окне из списка площадок выберите ЭП РТС-тендер (установите галочки). 	Editorial
Добавление пользователя Заказчика	Пользователь организации Заказчика, УО, Специализированной организации, добавляется только в ЕИС.Для этого:1.  Осуществите вход в Личный кабинет ЕИС под электронной подписью с ролью "Администратор организации";\n2.  Откройте вкладку "Пользователи организации";\n3.  Заполните анкету регистрации пользователя.	Editorial
Действия по размещению аукциона на площадке РТС-тендер	Для размещения аукциона на площадке РТС-тендер:1.  Осуществите вход в Личный кабинет ЕИС под сертификатом с ролью "Уполномоченный специалист";\n2.  Откройте вкладку "Реестр заказов";\n3.  Нажмите "Создать извещение";\n4.  Выберите открытый аукцион в электронной форме;\n5.  При создании извещения о проведении открытого аукциона в электронной форме во вкладке "Общая информация" выберите ЭП РТС – тендер.	Editorial
Отмена аукциона, внесение изменений в аукцион	"Для внесения изменений в опубликованное извещение:1.  Осуществите вход в Личный кабинет ЕИС с ролью "Уполномоченный специалист";\n2.  Откройте вкладку "Реестр заказов";\n3.  Откройте извещение, в которое необходимо внести изменения;\n4.  Нажмите "Внести изменения";\n5.  После сохранения извещение о внесении изменений формируется автоматически.Для получения подробной информации рекомендуем Вам обратиться в службу поддержки ЕИС: 8 800 333-81-11; 8 495 811-03-33."	Editorial
Не отображается запрос по разъяснению АД в ЕИС	1.  Уточнить номер извещения;\n2.  В Личном кабинете Оператора проверить наличие запроса по аукциону;\n3.  Если запрос имеется, а Заказчик его не видит в ЕИС, необходимо поставить задачу по шаблону "Интеграция сведений на ЕИС".	Editorial
Отмена ошибочного аннулирования аукциона	В случае ошибочной отмены аукциона, обратитесь в техподдержку ЕИС. После того как в ЕИС будет отменено ошибочное аннулирование аукциона, Вы сможете продолжить выполнение действий по предписанию ФАС на площадке.	Editorial
Проверка банковской гарантии	 Банковскую гарантию можно проверить в ЕИС. Найдите аукцион по номеру извещения, далее перейдите в раздел "Банковские гарантии". Либо перейдите в раздел "Банковские гарантии".	Editorial
Блокирование сертификата пользователя на площадке	 Действия с Пользователем производятся в ЕИС. После осуществления действий информация автоматически интегрируется на площадку.	Editorial
Номер контракта в ЕИС	 В ЕИС при регистрации контракта присваивается номер, не совпадающий с номером контракта на площадке.	Editorial
Ответ на запрос по разъяснению аукционной документации / разъяснение положений аукционной документации	**Отличительные особенности ответа на запрос по разъяснению аукционной документации и разъяснения положений аукционной документации**	Editorial
Настройка подведомственных организаций для ГРБС	**Ответ Оператора:​** ​​"В пакетах со справочной информацией об организации заказчика  из ЕИС передается также информация об подведомственных организациях. Настройка связей с подведомственными организациями осуществляется в ЕИС".	Editorial
Интеграция сведений из карточки контракта в ЕИС	 Из карточки контракта в ЕИС  интегрируются следующие сведения о контракте:*   наименование заказчика, с которым заключен контракт;\n*   наименование поставщика, с которым заключен контракт;\n*   цена контракта;\n*   дата и время получения сведений в ЕИС.Информация об интеграции отражается в ЕИС в извещении по данному аукциону в раздел "Результаты определения Поставщика" / графа "Информация о заключении контракта на электронной площадке".	Editorial
Интеграция информации в ЕИС при публикации протокола отказа от заключения контракта	Поле "Основание отказа" используется при формировании пакета, отправляемого в ЕИС. Список доступных для выбора оснований берётся из справочника ЕИС — других оснований ЕИС не примет. Также в ЕИС уходит текст из поля "Пояснение".	Editorial
Интеграция сведений	Срок интеграции информации в/из ЕИС составляет от 2 часов до суток.С электронной площадки в ЕИС интегрируется следующая информация:*   Информация о заключенных контрактах;\n*   Опубликованные протоколы;\n*   Запросы на разъяснение аукционной документации.Из ЕИС на электронную площадку интегрируются:*   Опубликованные извещения;\n*   Внесенные в извещение изменения и информация об отмене определения поставщика;\n*   Ответы на запросы на разъянение аукционной документации;\n*   Информация о Заказчике.	Editorial
Просмотр версии Java и настройка работы Java скриптов 	**Просмотр версии Java:**1.  Нажмите кнопку "Пуск";\n2.  Выберите пункт "Панель управления";\n3.  Проверьте в окне "Настройка параметров компьютера" наличие Java (если ярлыка нет, значит Java не установлена, необходимо установить);\n4.  Просмотрите версию Java. Для этого нажмите на ярлык левой клавишей мыши / во вкладке "General" нажмите кнопку "About" / просмотрите версию Java."**Проверка работы Java скриптов:**1.  На верхней панели браузере Internet Explorer нажмите кнопку "Сервис";\n2.  Нажмите "Свойства обозревателя"/ "Свойства браузера";\n3.  Перейдите во вкладку "Безопасность", далее "Надежные узлы / сайты";\n4.  Нажмите кнопку "Другой";\n5.  Найдите в списке параметр "Сценарии";\n6.  Убедитесь, что сценарий приложений Java включен (если нет, то поставьте отметку в поле "Включить").	Editorial
Установка дополнительного программного обеспечения для работы на ЭП РТС	Для корректной работы на площадке запустите программу настройки для корректной работы площадки (скачать: Центр поддержки пользователей / База знаний Заказчикам / Начало работы на площадке / п. 2 статьи "Настройка компьютера для работы на площадке"). Программу необходимо установить при закрытых окнах браузера.	Editorial
Получение лицензии КриптоПро	Лицензия на программу КриптоПро выдаётся Удостоверяющим центром, как правило вместе с программой и ключом электронной подписи.	Editorial
Совместимые криптопровайдеры	На электронной площадке РТС-тендер рекомендуется работать с системой криптографической защиты Крипто-Про CSP. Наряду с данным криптопровайдером могут быть использованы LISSI CSP, VipNet CSP, Сигнал-КОМ CSP.	Editorial
Установка NetFramework 3.5sp1	Если у Вас не установлен MS.NET Framework 3.5 SP1 (не требуется в случае, если на компьютере установлена операционная система Microsoft Windows 7):1.  Скачайте .Net Framework 3.5 SP1 с сайта РТС-тендер (Центр поддержки пользователей / База знаний Заказчикам / Начало работы на площадке / п. 3 статьи "Настройка компьютера для работы на площадке"\n2.  Запустите установочный файл;\n3.  Нажмите кнопку  "Далее";\n4.  Нажмите кнопку "Установить".	Editorial
Системные требования	**Системные требования:***   Частота процессора: 1  Ггц;\n*   Объем оперативной памяти: 1  Гб;\n*   Свободное место на диске: 1 Гб;\n*   Разрешение экрана: 1024 х 860 (разрешение экрана по вертикали должно быть не меньше 860);\n*   Лицензионная операционная система: Windows VISTA / 7 (тестирование работы на платформе linux не производилось. Корректная работа на данной платформе не гарантируется);\n*   Скорость интернет-соединения: 64 кбит/с и выше;\n*   Средства для создания документов: MS Office, WordPad;\n*   Средства сжатия (упаковки) файлов: RAR, ZIP, WINZIP;\n*   Средство СКЗИ: CryptoPro CSP версии 3.6.6497;\n*   Версия браузера: Internet Explorer 11.	Editorial
Настройка браузера 	 "Рекомендуемая версия браузера для работы на площадке Internet Explorer 11.Для просмотра текущей версии браузера запустите его, в меню выберите вкладку "Справка" / "О программе".Для корректной работы на площадке отключите все нестандартные надстройки браузера:1.  Откройте окно Internet Explorer;\n2.  Выберите вкладку "Сервис" / "Управление надстройками" или "Надстройки" (в зависимости от версии браузера);\n3.  Выберите надстройки, связанные с Google, Mail, Rambler, Skype, Yandex, Yahoo, QIP и т.д., и отключите их;\n4.  Перезагрузите браузер."Параметры, необходимые для корректной работы браузера, выполняются при помощи "Программы настройки для корректной работы площадки".Скачать данную программу можно через разделы: "Центр поддержки пользователей" / "База знаний Заказчикам" / "Начало работы на площадке" / п. 2 статьи "Настройка компьютера для работы на площадке").	Editorial
IP адреса	Пул IP-адресов, закрепленных за доменным именем https://app.rts-tender.ru:194.247.136.65 (app.rts-tender.ru)  \n 194.247.136.59 (app-gost.rts-tender.ru)Для доступа к другим ресурсам:Для доступа к учебной площадке: сеть 194.247.136.0/29 порты 80 и 443 (это адреса с 194.247.136.1 по 194.247.136.6).Для доступа к рабочей площадке: сеть 194.247.136.49/28 порты 80 и 443 (это адреса с 194.247.136.49 по 194.247.136.62).Для работы Заказчика на площадке требуется следующий доступ:*   www.rts-tender.ru 194.247.136.62 порт 80 и порт 443 (открытая часть); \n*   customer-web.rts-tender.ru 194.247.136.54 порт 443 (Личный кабинет Заказчика);Все настройки, производимые на компьютере пользователя, осуществляются специалистом с соответствующим образованием (Системным администратором)	Editorial
Очистка куки-файлов и SSL-кэш на компьютере пользователя 	**Очистка куки-файлов:**1.  На панели браузера Internet Explorer нажмите кнопку «Сервис»\n2.  Перейдите в раздел "Свойства браузера"/"Свойства обозревателя"\n3.  Перейдите во вкладку "Общие"\n4.  В разделе "Журнал браузера"/ "Журнал обозревателя" нажмите кнопку "Удалить".\n5.  В окне "Удаление истории обзора" нажать кнопку "Удалить"**Очистка SSL - кэш: **1.  На панели браузера Internet Explorer нажмите кнопку "Сервис"\n2.  Перейдите в раздел "Свойства браузера"/"Свойства обозревателя"\n3.  Перейдите во вкладку "Содержание"\n4.  Нажмите кнопку "Очистить SSL".	Editorial
